PHOT_CAT v1.0
5
U B V R I
SA 104-430       14.6410 14.5100 13.8580 13.4940 13.1310 11111
SA 104-440       15.3270 15.5540 15.1140 14.8250 14.5090 01110
SA 104-443       17.9830 16.7030 15.3720 14.5550 13.7770 00000
SA 104-444       13.9190 13.9890 13.4770 13.1640 12.8340 00000
SA 104-455       15.6620 15.6860 15.1050 14.7450 14.3890 00111
SA 104-456       13.1190 12.9840 12.3620 12.0050 11.6680 00000
SA 104-457       17.3230 16.8010 16.0480 15.5640 15.0740 00100
SA 104-460       15.4160 14.1730 12.8860 12.0730 11.3790 11111
SA 104-461       10.1510 10.1810  9.7050  9.4160  9.1250 11111
SA 104-470       15.1430 15.0420 14.3100 14.0150 13.6610 00000
SA 104-479       18.0310 17.3580 16.0870 15.4300 14.8230 00000
SA 104-484       16.1620 15.4300 14.4060 13.8920 13.4060 00000
SA 104-485       16.3480 15.8550 15.0170 14.5390 14.0500 00000
SA 104-490       13.1550 13.1070 12.5720 12.2540 11.9420 11111
SA 104-598       13.6350 12.5850 11.4790 10.8090 10.2640 11111
SA 104-L1        15.3020 15.2380 14.6080 14.2340 13.8690 00000
SA 104-L2        16.5260 16.6980 16.0480 15.7040 15.3810 00000
SA 105-205       11.7770 10.1610  8.7980  8.0540  7.3790 11111
SA 105-214        7.5800  7.5900  7.0620  6.7490  6.4380 11111
SA 105-28        10.2540  9.3840  8.3450  7.8120  7.3270 11111
SA 105-405       11.7350  9.8300  8.3090  7.4770  6.6920 11111
SA 105-437       12.8500 12.7830 12.5350 12.3990 12.2560 00000
SA 105-448        9.4620  9.4250  9.1760  9.0270  8.8650 11111
SA 105-505       12.9100 11.6920 10.2700  9.3600  8.4990 00000
SA 105-66        11.1590 10.4030  9.4260  8.9040  8.4230 11111
SA 105-663        9.1350  9.1020  8.7600  8.5490  8.3310 11111
SA 105-815       11.6010 11.8380 11.4530 11.1860 10.8930 11111
SA 106-1024      12.0160 11.9310 11.5990 11.4030 11.2090 22222
SA 106-1250       9.9840  9.1520  8.1230  7.5910  7.0970 11111
SA 106-485        9.8250  9.8640  9.4840  9.2520  9.0210 11111
SA 106-575       12.1320 10.6490  9.3410  8.6690  8.0760 11111
SA 106-700       12.7290 11.1470  9.7850  9.0570  8.4150 11111
SA 106-834       10.0810  9.7890  9.0880  8.7090  8.3520 11111
